slug,task_idx,task_text,importance,batch_idx,extraction_timestamp
healthspark,4,Provide administrative workflow tools to help physical therapists launch independent practices,3,0,2026-04-24T17:36:45.246329+00:00
rulebase,0,Review customer interaction transcripts in real time to detect compliance violations,5,0,2026-04-24T17:36:45.246329+00:00
rulebase,1,"Flag high-risk issues and quality gaps across calls, chats, and emails automatically",5,0,2026-04-24T17:36:45.246329+00:00
rulebase,2,Route flagged compliance issues to appropriate team members for resolution,4,0,2026-04-24T17:36:45.246329+00:00
rulebase,3,Generate quality assurance reports summarizing compliance performance across customer interactions,4,0,2026-04-24T17:36:45.246329+00:00
rulebase,4,Reduce customer escalation rates by identifying risky interactions before they escalate,3,0,2026-04-24T17:36:45.246329+00:00
afternoon-co,0,Automate bookkeeping by integrating with sales channels and inventory management systems,5,0,2026-04-24T17:36:45.246329+00:00
afternoon-co,1,Categorize and reconcile financial transactions for ecommerce and startup businesses,5,0,2026-04-24T17:36:45.246329+00:00
afternoon-co,2,Prepare and file tax returns including sales tax across multiple jurisdictions,4,0,2026-04-24T17:36:45.246329+00:00
afternoon-co,3,Generate real-time financial metrics and dashboards for founder decision-making,4,0,2026-04-24T17:36:45.246329+00:00
afternoon-co,4,Manage multi-channel sales tax compliance across ecommerce platforms and states,3,0,2026-04-24T17:36:45.246329+00:00
lightscreen-ai,0,Conduct full-length technical interviews with candidates using AI voice and video,5,0,2026-04-24T17:36:45.246329+00:00
lightscreen-ai,1,Evaluate candidate responses against customizable rubrics and company-defined criteria,5,0,2026-04-24T17:36:45.246329+00:00
lightscreen-ai,2,Detect cheating attempts during AI-administered interviews using multimodal signals,4,0,2026-04-24T17:36:45.246329+00:00
lightscreen-ai,3,Generate structured candidate evaluation reports for recruiter review after each interview,4,0,2026-04-24T17:36:45.246329+00:00
lightscreen-ai,4,Customize interview questions and evaluation criteria to match specific role requirements,3,0,2026-04-24T17:36:45.246329+00:00
raycaster,0,Draft regulated life sciences documents such as regulatory submissions and reports,5,0,2026-04-24T17:36:45.246329+00:00
raycaster,1,Review and edit compliance documents with full source traceability and audit trails,5,0,2026-04-24T17:36:45.246329+00:00
raycaster,2,Search and retrieve information across source documents for regulatory writing tasks,4,0,2026-04-24T17:36:45.246329+00:00
raycaster,3,Maintain document version history and change tracking for regulated content workflows,4,0,2026-04-24T17:36:45.246329+00:00
raycaster,4,Accelerate submission preparation by automating repetitive document drafting tasks,3,0,2026-04-24T17:36:45.246329+00:00
supercontrast,0,Generate high-quality graphic design assets and visual content using AI models,5,0,2026-04-24T17:36:45.246329+00:00
supercontrast,1,Refine and iterate on design outputs based on user feedback and style preferences,5,0,2026-04-24T17:36:45.246329+00:00
supercontrast,2,"Produce brand-consistent visual assets for marketing, product, and creative teams",4,0,2026-04-24T17:36:45.246329+00:00
supercontrast,3,Enable non-designers to create professional-grade visual content without design expertise,4,0,2026-04-24T17:36:45.246329+00:00
revyl,0,Automatically detect and reproduce bugs in mobile applications before production release,5,0,2026-04-24T17:36:45.246329+00:00
revyl,1,Triage identified bugs by severity and assign them to relevant engineering teams,5,0,2026-04-24T17:36:45.246329+00:00
revyl,2,Generate AI-driven test cases to expand mobile application test coverage automatically,4,0,2026-04-24T17:36:45.246329+00:00
revyl,3,Monitor mobile app builds for regressions across platforms and device configurations,4,0,2026-04-24T17:36:45.246329+00:00
revyl,4,Provide root cause analysis for detected mobile application failures and crashes,3,0,2026-04-24T17:36:45.246329+00:00
vortexifyai,0,Deploy task-specific AI bots to automate supply chain operational workflows,5,0,2026-04-24T17:36:45.246329+00:00
vortexifyai,1,Analyze large supply chain datasets to identify operational risks and opportunities,5,0,2026-04-24T17:36:45.246329+00:00
vortexifyai,2,"Generate dashboards, data pipelines, and ML models for supply chain monitoring",4,0,2026-04-24T17:36:45.246329+00:00
vortexifyai,3,Trigger automated supply chain actions based on real-time alerts and conditions,4,0,2026-04-24T17:36:45.246329+00:00
vortexifyai,4,Apply natural language guardrails to ensure AI bot compliance and operational safety,3,0,2026-04-24T17:36:45.246329+00:00
vortexifyai,5,Facilitate human-in-the-loop review for complex or high-stakes supply chain decisions,3,0,2026-04-24T17:36:45.246329+00:00
vespper,0,"Create and edit long-form regulatory, compliance, and legal documents with AI assistance",5,0,2026-04-24T17:36:45.246329+00:00
vespper,1,Maintain end-to-end traceability between document claims and underlying source materials,5,0,2026-04-24T17:36:45.246329+00:00
vespper,2,Search across source documents to retrieve evidence supporting specific document sections,4,0,2026-04-24T17:36:45.246329+00:00
vespper,3,"Review long-form documents for accuracy, consistency, and regulatory alignment",4,0,2026-04-24T17:36:45.246329+00:00
vespper,4,Manage document versions and revision history for compliance audit purposes,3,0,2026-04-24T17:36:45.246329+00:00
sandra-ai,0,Handle inbound and outbound customer calls for car dealerships using AI voice agents,5,0,2026-04-24T17:36:45.246329+00:00
sandra-ai,1,"Automate customer messaging across SMS, email, and chat channels for dealership communications",5,0,2026-04-24T17:36:45.246329+00:00
sandra-ai,2,Manage dealership sales workflows including lead follow-up and appointment scheduling,4,0,2026-04-24T17:36:45.246329+00:00
sandra-ai,3,"Automate aftersales service scheduling, reminders, and follow-up communications",4,0,2026-04-24T17:36:45.246329+00:00
sandra-ai,4,"Unify dealership billing, scheduling, inventory, and CRM data in a single platform",3,0,2026-04-24T17:36:45.246329+00:00
sandra-ai,5,Generate customer interaction summaries and sales activity reports for dealership management,3,0,2026-04-24T17:36:45.246329+00:00
archil,0,Mount S3 buckets as local file systems for high-speed application data access,5,0,2026-04-24T17:36:45.246329+00:00
archil,1,Accelerate AI and analytics workload data access by eliminating transfer bottlenecks,5,0,2026-04-24T17:36:45.246329+00:00
archil,2,Enable instant access to large datasets and model versions without local storage limits,4,0,2026-04-24T17:36:45.246329+00:00
archil,3,Share dataset and model versions across research teams using a unified storage layer,3,0,2026-04-24T17:36:45.246329+00:00
cekura-ai,0,Simulate conversational AI agent interactions to validate behavior before production deployment,5,0,2026-04-24T17:36:45.246329+00:00
cekura-ai,1,Monitor production voice and chat AI agent calls for quality and compliance issues,5,0,2026-04-24T17:36:45.246329+00:00
cekura-ai,2,Evaluate AI agent responses against defined quality rubrics and performance benchmarks,4,0,2026-04-24T17:36:45.246329+00:00
cekura-ai,3,Integrate AI agent testing into CI/CD pipelines for continuous quality assurance,4,0,2026-04-24T17:36:45.246329+00:00
cekura-ai,4,"Flag and report agent failures, hallucinations, and policy violations across call volumes",3,0,2026-04-24T17:36:45.246329+00:00
cosmic-new,0,Generate full-stack web application code and UI from natural language prompts,5,0,2026-04-24T17:36:45.246329+00:00
cosmic-new,1,"Deploy web applications with integrated authentication, database, and payment processing",5,0,2026-04-24T17:36:45.246329+00:00
cosmic-new,2,Configure and manage monetization features including payment processing for web applications,4,0,2026-04-24T17:36:45.246329+00:00
cosmic-new,3,Scaffold database schemas and backend APIs for web applications automatically,4,0,2026-04-24T17:36:45.246329+00:00
cosmic-new,4,"Provide a unified platform for building, deploying, and maintaining full-stack applications",3,0,2026-04-24T17:36:45.246329+00:00
astrix-health,0,Source and engage qualified clinical candidates at scale for hospital open positions,5,0,2026-04-24T17:36:45.246329+00:00
astrix-health,1,Match clinical candidates to roles based on qualifications and cultural fit criteria,5,0,2026-04-24T17:36:45.246329+00:00
astrix-health,2,"Screen clinical applicants automatically to surface active, job-ready candidates for recruiters",4,0,2026-04-24T17:36:45.246329+00:00
astrix-health,3,Reduce time-to-hire for clinical roles by automating candidate outreach and qualification,4,0,2026-04-24T17:36:45.246329+00:00
astrix-health,4,Deliver candidate shortlists with match rationale to hospital recruiters for review,3,0,2026-04-24T17:36:45.246329+00:00
reticular,0,Identify interpretable features within protein structure AI models like AlphaFold,5,0,2026-04-24T17:36:45.246329+00:00
reticular,1,Enable precise steering of drug discovery AI models through interpretable feature control,5,0,2026-04-24T17:36:45.246329+00:00
reticular,2,Reduce failed wet lab experiments by improving AI model steerability before testing,4,0,2026-04-24T17:36:45.246329+00:00
reticular,3,Translate AI model internal representations into actionable biological function insights,4,0,2026-04-24T17:36:45.246329+00:00
reticular,4,Validate AI-identified biological features against experimental data for drug candidates,3,0,2026-04-24T17:36:45.246329+00:00
smooth,0,Execute browser-based tasks autonomously using AI-controlled mouse and keyboard actions,5,0,2026-04-24T17:36:45.246329+00:00
smooth,1,Navigate multi-step web workflows reliably without human intervention or manual guidance,5,0,2026-04-24T17:36:45.246329+00:00
smooth,2,"Complete web-based data entry, form submission, and information retrieval tasks automatically",4,0,2026-04-24T17:36:45.246329+00:00
smooth,3,Integrate browser automation into software pipelines via API for scalable task execution,4,0,2026-04-24T17:36:45.246329+00:00
attimet,0,Generate quantitative predictions about financial market movements using proprietary models,5,0,2026-04-24T17:36:45.246329+00:00
attimet,1,Develop and validate predictive learning systems against live financial market data,5,0,2026-04-24T17:36:45.246329+00:00
attimet,2,Identify statistical patterns in financial time series data for systematic trading signals,4,0,2026-04-24T17:36:45.246329+00:00
attimet,3,Backtest predictive models against historical market data to evaluate performance,3,0,2026-04-24T17:36:45.246329+00:00
issen,0,Conduct real-time AI voice conversations with language learners for fluency practice,5,0,2026-04-24T17:36:45.246329+00:00
issen,1,Adapt lesson content and conversation topics to individual learner interests and goals,5,0,2026-04-24T17:36:45.246329+00:00
issen,2,Provide pronunciation and grammar correction feedback during spoken language practice sessions,4,0,2026-04-24T17:36:45.246329+00:00
issen,3,Track learner progress and adjust difficulty levels based on demonstrated proficiency,4,0,2026-04-24T17:36:45.246329+00:00
issen,4,Deliver on-demand language tutoring sessions without scheduling or geographic constraints,3,0,2026-04-24T17:36:45.246329+00:00
revisiondojo,0,Deliver AI-guided tutoring sessions that adapt to individual student knowledge gaps,5,0,2026-04-24T17:36:45.246329+00:00
revisiondojo,1,Generate and administer practice questions tailored to student subject and exam requirements,5,0,2026-04-24T17:36:45.246329+00:00
revisiondojo,2,Provide study notes and mini-lessons to supplement student exam preparation materials,4,0,2026-04-24T17:36:45.246329+00:00
revisiondojo,3,Track student performance across practice sets to identify areas needing further review,4,0,2026-04-24T17:36:45.246329+00:00
revisiondojo,4,Motivate student study habits through engagement features that encourage platform usage,2,0,2026-04-24T17:36:45.246329+00:00
ctgt,0,Enforce enterprise policy compliance on generative AI model outputs at runtime,5,0,2026-04-24T17:36:45.246329+00:00
ctgt,1,Generate defensible audit trails documenting AI output compliance and remediation actions,5,0,2026-04-24T17:36:45.246329+00:00
ctgt,2,Detect and remediate AI model hallucinations in high-stakes enterprise environments,4,0,2026-04-24T17:36:45.246329+00:00
ctgt,3,Align AI model behavior with company policies over time through continuous feedback,4,0,2026-04-24T17:36:45.246329+00:00
ctgt,4,Monitor AI outputs for data and model drift that could cause compliance failures,3,0,2026-04-24T17:36:45.246329+00:00
riskcube,0,Generate side-by-side insurance quotes from multiple carriers for startup companies,5,0,2026-04-24T17:36:45.246329+00:00
riskcube,1,Analyze insurance policy terms and translate them into plain-English summaries for founders,5,0,2026-04-24T17:36:45.246329+00:00
riskcube,2,Benchmark insurance pricing against market rates to identify fair coverage options,4,0,2026-04-24T17:36:45.246329+00:00
riskcube,3,Recommend appropriate insurance coverage types based on startup stage and risk profile,4,0,2026-04-24T17:36:45.246329+00:00
riskcube,4,Manage insurance policy renewals and coverage updates for venture-backed companies,3,0,2026-04-24T17:36:45.246329+00:00
keye,0,Generate comprehensive due diligence data packs from raw deal room documents automatically,5,0,2026-04-24T17:36:45.246329+00:00
keye,1,"Perform cohort, retention, and customer roll-forward analyses from unstructured financial data",5,0,2026-04-24T17:36:45.246329+00:00
keye,2,Identify deal-breaking risks early to help investors eliminate poor opportunities faster,4,0,2026-04-24T17:36:45.246329+00:00
keye,3,Synthesize quantitative and qualitative due diligence data into actionable investment insights,4,0,2026-04-24T17:36:45.246329+00:00
keye,4,Ingest and normalize financial data from deal rooms in any format or structure,3,0,2026-04-24T17:36:45.246329+00:00
keye,5,Prioritize high-potential acquisition targets from a pipeline of evaluated deal opportunities,3,0,2026-04-24T17:36:45.246329+00:00
luthor,0,Automate compliance program workflows to keep RIAs and fintechs SEC and FINRA ready,5,0,2026-04-24T17:36:45.246329+00:00
luthor,1,Review firm communications and disclosures for regulatory compliance violations,5,0,2026-04-24T17:36:45.246329+00:00
luthor,2,Generate compliance documentation and filings required by SEC and FINRA regulations,4,0,2026-04-24T17:36:45.246329+00:00
luthor,3,Monitor regulatory changes and update compliance programs to reflect new requirements,4,0,2026-04-24T17:36:45.246329+00:00
luthor,4,Escalate complex compliance issues to veteran ex-regulator human experts for review,3,0,2026-04-24T17:36:45.246329+00:00
sphinx,0,Make automated AML decisions on customer onboarding applications for banks and fintechs,5,0,2026-04-24T17:36:45.246329+00:00
sphinx,1,Review and flag suspicious customer activity patterns for anti-money laundering compliance,5,0,2026-04-24T17:36:45.246329+00:00
sphinx,2,Eliminate onboarding bottlenecks by automating manual compliance analyst review tasks,4,0,2026-04-24T17:36:45.246329+00:00
sphinx,3,Generate compliance investigation reports documenting AML decision rationale and evidence,3,0,2026-04-24T17:36:45.246329+00:00
sphinx,4,Escalate high-risk customer cases to human compliance officers for final review,3,0,2026-04-24T17:36:45.246329+00:00
lingodotdev,0,Automatically translate user interface strings and documentation into target languages using LLMs,5,0,2026-04-24T17:36:45.246329+00:00
lingodotdev,1,Localize React applications without requiring developers to rewrite existing component code,5,0,2026-04-24T17:36:45.246329+00:00
lingodotdev,2,Generate translations for web and mobile app UI strings via CLI tooling,4,0,2026-04-24T17:36:45.246329+00:00
lingodotdev,3,Provide real-time translation of application content via SDK integration at runtime,4,0,2026-04-24T17:36:45.246329+00:00
lingodotdev,4,Manage and synchronize localization files across development and deployment workflows,3,0,2026-04-24T17:36:45.246329+00:00
karmen,0,Process and route construction invoices for approval using AI automation,5,0,2026-04-24T17:36:45.246329+00:00
karmen,1,Integrate with project management software and ERPs to automate construction admin tasks,5,0,2026-04-24T17:36:45.246329+00:00
karmen,2,Detect invoicing errors and supplier discrepancies that could cause project delays,4,0,2026-04-24T17:36:45.246329+00:00
karmen,3,Track approval workflows for construction invoices and flag overdue items to managers,4,0,2026-04-24T17:36:45.246329+00:00
karmen,4,Summarize project financial status by consolidating supplier and contract data automatically,3,0,2026-04-24T17:36:45.246329+00:00
codebuff,0,Edit and modify codebases based on natural language instructions from developers,5,0,2026-04-24T17:36:45.246329+00:00
codebuff,1,"Execute terminal commands to install packages, run tests, and validate code changes",5,0,2026-04-24T17:36:45.246329+00:00
codebuff,2,Automatically identify and read relevant source files needed to fulfill coding requests,4,0,2026-04-24T17:36:45.246329+00:00
codebuff,3,Iterate on code solutions by running tests and fixing failures autonomously,4,0,2026-04-24T17:36:45.246329+00:00
codebuff,4,Check for type errors and linting issues as part of automated coding workflows,3,0,2026-04-24T17:36:45.246329+00:00
hybrd,0,Generate personalized training plans combining strength and cardio based on athlete data,5,0,2026-04-24T17:36:45.246329+00:00
hybrd,1,Aggregate training data from multiple wearables and workout tracking applications automatically,5,0,2026-04-24T17:36:45.246329+00:00
hybrd,2,Adapt training plans dynamically based on athlete performance and recovery metrics,4,0,2026-04-24T17:36:45.246329+00:00
hybrd,3,Track progress toward athlete-defined fitness goals across endurance and strength disciplines,4,0,2026-04-24T17:36:45.246329+00:00
hybrd,4,Provide unified analytics across cardio and strength training data in a single view,3,0,2026-04-24T17:36:45.246329+00:00
withcharm,0,Send money to recipients on any payment platform from a single application,5,0,2026-04-24T17:36:45.246329+00:00
withcharm,1,Maintain a unified wallet balance earning interest across linked payment accounts,5,0,2026-04-24T17:36:45.246329+00:00
withcharm,2,Resolve recipient payment app preferences automatically to route transfers correctly,4,0,2026-04-24T17:36:45.246329+00:00
withcharm,3,Apply 5% interest earnings automatically to user balances held within the platform,4,0,2026-04-24T17:36:45.246329+00:00
unusual,0,Survey AI models with targeted questions to assess how they describe a brand,5,0,2026-04-24T17:36:45.246329+00:00
unusual,1,Identify sources and reasoning patterns AI models use to form brand opinions,5,0,2026-04-24T17:36:45.246329+00:00
unusual,2,Generate content and PR strategies engineered to shift AI model brand perceptions,4,0,2026-04-24T17:36:45.246329+00:00
unusual,3,Track changes in AI model brand representation following content and PR interventions,4,0,2026-04-24T17:36:45.246329+00:00
unusual,4,Measure AI-driven traffic impact resulting from improved brand representation in models,3,0,2026-04-24T17:36:45.246329+00:00
platus,0,Draft legal documents for SMBs using AI-powered no-code templates and workflows,5,0,2026-04-24T17:36:45.246329+00:00
platus,1,Facilitate electronic signing and notarization of business legal documents digitally,5,0,2026-04-24T17:36:45.246329+00:00
platus,2,Automate legal workflow processing including document routing and compliance tracking,4,0,2026-04-24T17:36:45.246329+00:00
platus,3,"Provide API access to legal document drafting, signing, and notarization services",4,0,2026-04-24T17:36:45.246329+00:00
platus,4,Reduce cost and turnaround time for routine SMB legal document processing tasks,3,0,2026-04-24T17:36:45.246329+00:00
stewdio,0,Generate images and video content using multiple AI generative models in one platform,5,0,2026-04-24T17:36:45.246329+00:00
stewdio,1,Enable collaborative creative workflows for teams producing AI-generated visual content,5,0,2026-04-24T17:36:45.246329+00:00
stewdio,2,Produce advertising storyboards and creative concept visuals using AI generation tools,4,0,2026-04-24T17:36:45.246329+00:00
stewdio,3,Create architectural renderings and visualizations using AI image generation models,3,0,2026-04-24T17:36:45.246329+00:00
stewdio,4,Manage and organize AI-generated creative assets across team members and projects,3,0,2026-04-24T17:36:45.246329+00:00
pearson-labs,0,Conduct M&A due diligence by analyzing deal room documents with AI agents,5,0,2026-04-24T17:36:45.246329+00:00
pearson-labs,1,Automate corporate transaction workflows including financing and deal documentation tasks,5,0,2026-04-24T17:36:45.246329+00:00
pearson-labs,2,Extract and summarize key terms and risks from legal transaction documents at scale,4,0,2026-04-24T17:36:45.246329+00:00
pearson-labs,3,Reduce attorney time on routine corporate transaction tasks through AI workflow automation,4,0,2026-04-24T17:36:45.246329+00:00
pearson-labs,4,Generate first-draft legal documents and transaction summaries for attorney review,3,0,2026-04-24T17:36:45.246329+00:00
pearson-labs,5,Coordinate multi-party transaction workflows across law firm teams and external counsel,3,0,2026-04-24T17:36:45.246329+00:00
vly-ai-2,0,Generate full-stack web application code from natural language descriptions,5,1,2026-04-24T17:39:11.527553+00:00
vly-ai-2,1,Deploy web applications to production environments automatically,4,1,2026-04-24T17:39:11.527553+00:00
vly-ai-2,2,Debug and resolve errors in generated application code,4,1,2026-04-24T17:39:11.527553+00:00
vly-ai-2,3,Scaffold database schemas and backend APIs from user requirements,5,1,2026-04-24T17:39:11.527553+00:00
vly-ai-2,4,Render live previews of generated web applications for user review,3,1,2026-04-24T17:39:11.527553+00:00
tiny,0,Automate repetitive manufacturing workflows using AI agents,5,1,2026-04-24T17:39:11.527553+00:00
tiny,1,Extract and structure data from unstructured factory documents and spreadsheets,5,1,2026-04-24T17:39:11.527553+00:00
